experiment,run_id,step,states,rooms,objects
accel_scratch-i,ixyglfmw,610,4.747822,5.4684772,14.753748
accel_scratch-i,ixyglfmw,710,4.6162267,5.4134674,14.912621
accel_scratch-i,ixyglfmw,810,4.78596,5.5694747,15.124405
accel_scratch-i,ixyglfmw,910,4.8440456,5.3777957,14.888737
accel_scratch-i,ixyglfmw,1010,5.0409727,5.440178,15.7722025
accel_scratch-i,ixyglfmw,1110,4.945303,5.610453,16.213514
accel_scratch-i,ixyglfmw,1210,4.9233017,5.533809,15.840695
accel_scratch-i,ixyglfmw,1310,4.982292,5.430995,16.272533
accel_scratch-i,ixyglfmw,1410,5.1716146,5.6475816,16.518606
accel_scratch-i,ixyglfmw,1510,5.1002784,5.3525457,15.895914
accel_scratch-i,ixyglfmw,1610,5.211423,5.5736456,15.483183
accel_scratch-i,ixyglfmw,1710,5.260001,5.671791,15.796257
accel_scratch-i,ixyglfmw,1810,5.2021217,5.460368,15.625367
accel_scratch-i,ixyglfmw,1910,5.276083,5.6649275,16.075466
accel_scratch-i,ixyglfmw,2000,5.1958184,5.6628833,16.34082
accel_scratch-i,yx0ntfz8,10,2.0964556,1.4196568,2.1351037
accel_scratch-i,yx0ntfz8,110,3.145391,3.9930058,7.7807827
accel_scratch-i,yx0ntfz8,210,3.703885,4.695593,9.211395
accel_scratch-i,yx0ntfz8,310,4.247391,4.956955,10.745479
accel_scratch-i,yx0ntfz8,410,4.4828415,5.1498513,12.030431
accel_scratch-i,yx0ntfz8,510,4.610223,5.1713514,13.276318
accel_scratch-i,yx0ntfz8,610,4.643812,5.251871,13.684896
accel_scratch-i,yx0ntfz8,710,4.631871,5.4279194,14.719099
accel_scratch-i,yx0ntfz8,810,4.8521814,5.434118,14.510277
accel_scratch-i,yx0ntfz8,910,4.9108477,5.409074,15.029909
accel_scratch-i,yx0ntfz8,1010,4.821398,5.4007115,14.56453
accel_scratch-i,yx0ntfz8,1110,4.8080397,5.492948,14.871581
accel_scratch-i,yx0ntfz8,1210,4.843629,5.5771565,15.035604
accel_scratch-i,yx0ntfz8,1310,4.9783916,5.4031386,14.981293
accel_scratch-i,yx0ntfz8,1410,4.8576264,5.403431,15.38616
accel_scratch-i,yx0ntfz8,1510,5.091018,5.374454,15.270346
accel_scratch-i,yx0ntfz8,1610,5.0780973,5.620091,15.656349
accel_scratch-i,yx0ntfz8,1710,4.9507794,5.6260605,15.999441
accel_scratch-i,yx0ntfz8,1810,4.9670076,5.4752064,15.241703
accel_scratch-i,yx0ntfz8,1910,5.016926,5.633518,15.692179
accel_scratch-i,yx0ntfz8,2000,5.0983195,5.6692753,15.7240925
accel_scratch-i,cgo1pgkm,10,2.031054,1.3304958,1.7658072
accel_scratch-i,cgo1pgkm,110,2.8200436,4.0918636,8.371256
accel_scratch-i,cgo1pgkm,210,3.9596808,4.368067,10.693302
accel_scratch-i,cgo1pgkm,310,4.4719696,4.9564886,12.553251
accel_scratch-i,cgo1pgkm,410,4.636699,5.155784,13.980136
accel_scratch-i,cgo1pgkm,510,4.5237617,5.3425055,14.45793
accel_scratch-i,cgo1pgkm,610,4.6906514,5.494336,15.808701
accel_scratch-i,cgo1pgkm,710,4.8930907,5.404462,14.982295
accel_scratch-i,cgo1pgkm,810,4.9297476,5.572356,15.572343
accel_scratch-i,cgo1pgkm,910,4.8583956,5.5368366,15.304447
accel_scratch-i,cgo1pgkm,1010,4.9616737,5.4498854,15.390951
accel_scratch-i,cgo1pgkm,1110,4.8837013,5.355411,14.694178
accel_scratch-i,cgo1pgkm,1210,5.10838,5.4494104,15.126019
accel_scratch-i,cgo1pgkm,1310,5.0963955,5.5737486,14.940082
accel_scratch-i,cgo1pgkm,1410,5.106508,5.5890083,15.208172
accel_scratch-i,cgo1pgkm,1510,5.1170893,5.5350304,15.270461
accel_scratch-i,cgo1pgkm,1610,4.9955387,5.433261,15.570501
accel_scratch-i,cgo1pgkm,1710,5.0695305,5.4394774,15.498814
accel_scratch-i,cgo1pgkm,1810,5.0100403,5.61779,15.45824
accel_scratch-i,cgo1pgkm,1910,5.0746927,5.6532097,15.328493
accel_scratch-i,cgo1pgkm,2000,5.197679,5.5626154,15.623304
accel_scratch-i,kvrpae6o,10,2.055876,1.5254099,2.218342
accel_scratch-i,kvrpae6o,110,3.053101,3.6957932,7.661031
accel_scratch-i,kvrpae6o,210,3.9628515,4.705824,9.835023
accel_scratch-i,kvrpae6o,310,4.3557625,4.813037,11.840004
accel_scratch-i,kvrpae6o,410,4.5279655,5.173789,13.23551
accel_scratch-i,kvrpae6o,510,4.720684,5.3159585,14.567004
accel_scratch-i,kvrpae6o,610,4.574002,5.1832023,13.819644
accel_scratch-i,kvrpae6o,710,4.5519924,5.489341,14.022266
accel_scratch-i,kvrpae6o,810,4.894191,5.3333044,14.518347
accel_scratch-i,kvrpae6o,910,4.7502584,5.1562033,14.476323
accel_scratch-i,kvrpae6o,1010,4.831279,5.5351706,14.661018
accel_scratch-i,kvrpae6o,1110,4.745552,5.4165144,14.630965
accel_scratch-i,kvrpae6o,1210,4.8201733,5.300148,14.242099
accel_scratch-i,kvrpae6o,1310,4.7563715,5.267187,14.026815
accel_scratch-i,kvrpae6o,1410,4.942293,5.595602,14.531841
accel_scratch-i,kvrpae6o,1510,5.1350937,5.5352645,14.425998
accel_scratch-i,kvrpae6o,1610,5.002899,5.431961,14.416922
accel_scratch-i,kvrpae6o,1710,5.1963377,5.5772753,14.21291
accel_scratch-i,kvrpae6o,1810,5.148944,5.565706,14.49633
accel_scratch-i,kvrpae6o,1910,5.2263265,5.552888,14.383359
accel_scratch-i,kvrpae6o,2000,5.2926207,5.557062,14.827269
accel_scratch-i,yggdrc7i,10,2.0433102,1.2928786,1.5272849
accel_scratch-i,yggdrc7i,110,3.4427822,4.397051,9.898991
accel_scratch-i,yggdrc7i,210,4.047485,4.660662,11.137434
accel_scratch-i,yggdrc7i,310,4.3672256,4.7246513,11.908154
accel_scratch-i,yggdrc7i,410,4.6406593,5.1868234,13.376934
accel_scratch-i,yggdrc7i,510,4.768318,5.3534164,14.209572
accel_scratch-i,yggdrc7i,610,4.6118474,5.472869,14.307429
accel_scratch-i,yggdrc7i,710,4.7713585,5.4788084,14.642246
accel_scratch-i,yggdrc7i,810,4.7592163,5.4326763,14.012939
accel_scratch-i,yggdrc7i,910,4.9338613,5.5340023,14.370422
accel_scratch-i,yggdrc7i,1010,4.918698,5.3863573,14.353143
accel_scratch-i,yggdrc7i,1110,5.064001,5.1971407,14.871723
accel_scratch-i,yggdrc7i,1210,4.9995675,5.494747,14.911587
accel_scratch-i,yggdrc7i,1310,5.0189724,5.5182276,14.709465
accel_scratch-i,yggdrc7i,1410,4.9820533,5.5528727,14.478702
accel_scratch-i,yggdrc7i,1510,5.038762,5.5634966,15.434503
accel_scratch-i,yggdrc7i,1610,4.9440484,5.603033,14.295633
accel_scratch-i,yggdrc7i,1710,5.2178965,5.471017,14.615606
accel_scratch-i,yggdrc7i,1810,5.003335,5.5864944,14.755497
accel_scratch-i,yggdrc7i,1910,5.054184,5.5225034,14.50382
accel_scratch-i,yggdrc7i,2000,5.031274,5.6481533,14.513935
accel_scratch-c,bxy4tggx,10,2.0120525,1.0178802,1.0267847
accel_scratch-c,bxy4tggx,110,2.6578507,3.6082182,6.918167
accel_scratch-c,bxy4tggx,210,3.5756774,4.4585676,8.608778
accel_scratch-c,bxy4tggx,310,3.9160771,4.808016,10.976682
accel_scratch-c,bxy4tggx,410,4.163201,4.919532,12.588089
accel_scratch-c,bxy4tggx,510,4.4168034,5.297888,13.983423
accel_scratch-c,bxy4tggx,610,4.58869,5.2993646,14.679386
accel_scratch-c,bxy4tggx,710,4.597256,5.1579456,15.41082
accel_scratch-c,bxy4tggx,810,4.7565355,5.2208376,16.176506
accel_scratch-c,bxy4tggx,910,4.776066,5.2854176,16.318058
accel_scratch-c,bxy4tggx,1010,4.8805504,5.5278287,16.361256
accel_scratch-c,bxy4tggx,1110,4.9634275,5.5248976,15.730692
accel_scratch-c,bxy4tggx,1210,5.0067935,5.4546437,15.689501
accel_scratch-c,bxy4tggx,1310,5.137046,5.6479316,15.77115
accel_scratch-c,bxy4tggx,1410,4.969669,5.592577,16.126415
accel_scratch-c,bxy4tggx,1510,5.0626793,5.3618026,15.870771
accel_scratch-c,bxy4tggx,1610,5.189287,5.4664516,15.9833145
accel_scratch-c,bxy4tggx,1710,5.06128,5.5445247,16.428932
accel_scratch-c,bxy4tggx,1810,5.244528,5.4080772,16.512121
accel_scratch-c,bxy4tggx,1910,5.27408,5.4862537,16.876766
accel_scratch-c,bxy4tggx,2000,5.2996597,5.4956427,16.320494
accel_scratch-c,c39129xr,10,2.0118337,1.017735,1.0278281
accel_scratch-c,c39129xr,110,3.2758536,4.0416603,7.8354254
accel_scratch-c,c39129xr,210,4.0037193,4.380266,11.21527
accel_scratch-c,c39129xr,310,4.310054,4.779505,11.97436
accel_scratch-c,c39129xr,410,4.5488605,5.1898932,12.984003
accel_scratch-c,c39129xr,510,4.5562954,5.221212,13.758692
accel_scratch-c,c39129xr,610,4.672353,5.4531784,14.265326
accel_scratch-c,c39129xr,710,4.565138,5.4752054,14.985381
accel_scratch-c,c39129xr,810,4.8433876,5.427474,14.619363
accel_scratch-c,c39129xr,910,4.7488165,5.5246897,15.343292
accel_scratch-c,c39129xr,1010,5.0945387,5.3793945,15.480903
accel_scratch-c,c39129xr,1110,5.000831,5.3122177,15.605551
accel_scratch-c,c39129xr,1210,4.989877,5.5782633,16.121815
accel_scratch-c,c39129xr,1310,4.9173307,5.595765,15.760216
accel_scratch-c,c39129xr,1410,5.040944,5.2404284,15.735087
accel_scratch-c,c39129xr,1510,4.992032,5.5250206,15.682928
accel_scratch-c,c39129xr,1610,5.131056,5.4777546,15.440067
accel_scratch-c,c39129xr,1710,5.0604844,5.6233797,15.4377575
accel_scratch-c,c39129xr,1810,5.03998,5.5239034,14.766741
accel_scratch-c,c39129xr,1910,5.0805902,5.307745,15.229924
accel_scratch-c,c39129xr,2000,5.2257414,5.3220005,15.472641
accel_scratch-c,5izxoze6,10,2.0131378,1.0170732,1.0253574
accel_scratch-c,5izxoze6,110,2.817782,3.690263,7.547126
accel_scratch-c,5izxoze6,210,3.51683,4.4803905,10.155911
accel_scratch-c,5izxoze6,310,4.307122,4.7782965,11.678223
accel_scratch-c,5izxoze6,410,4.3895454,5.0162163,13.048418
accel_scratch-c,5izxoze6,510,4.532339,5.165661,13.669762
accel_scratch-c,5izxoze6,610,4.491932,5.095572,13.925392
accel_scratch-c,5izxoze6,710,4.451352,5.2474337,15.4330225
accel_scratch-c,5izxoze6,810,4.746939,5.315554,14.891302
accel_scratch-c,5izxoze6,910,4.7764835,5.48981,15.4471855
accel_scratch-c,5izxoze6,1010,4.764903,5.453881,15.60313
accel_scratch-c,5izxoze6,1110,5.028741,5.409505,15.280913
accel_scratch-c,5izxoze6,1210,5.1212263,5.541347,16.587381
accel_scratch-c,5izxoze6,1310,4.941592,5.565741,15.975702
accel_scratch-c,5izxoze6,1410,5.1569996,5.564617,15.889621
accel_scratch-c,5izxoze6,1510,5.2362165,5.599878,16.265142
accel_scratch-c,5izxoze6,1610,5.2312407,5.665038,15.833715
accel_scratch-c,5izxoze6,1710,5.1231065,5.669815,16.771763
accel_scratch-c,5izxoze6,1810,5.260692,5.5085487,15.974594
accel_scratch-c,5izxoze6,1910,5.2537103,5.543075,16.512606
accel_scratch-c,5izxoze6,2000,5.196728,5.5617275,15.915723
accel_scratch-c,qn3oyu9j,10,2.012072,1.0172737,1.0262586
accel_scratch-c,qn3oyu9j,110,3.1636453,4.2099247,8.762081
accel_scratch-c,qn3oyu9j,210,3.8152566,4.4208746,9.86055
accel_scratch-c,qn3oyu9j,310,4.284915,4.9145355,11.104811
accel_scratch-c,qn3oyu9j,410,4.4631767,4.8018136,13.106537
accel_scratch-c,qn3oyu9j,510,4.493157,5.107952,13.722372
accel_scratch-c,qn3oyu9j,610,4.556528,5.20864,13.788273
accel_scratch-c,qn3oyu9j,710,4.7243834,5.432871,14.993836
accel_scratch-c,qn3oyu9j,810,4.8323154,5.5132985,14.898199
accel_scratch-c,qn3oyu9j,910,4.855238,5.3696947,14.752924
accel_scratch-c,qn3oyu9j,1010,5.0243216,5.482498,15.568378
accel_scratch-c,qn3oyu9j,1110,4.8949957,5.4641514,15.838816
accel_scratch-c,qn3oyu9j,1210,4.9529552,5.264077,14.923665
accel_scratch-c,qn3oyu9j,1310,4.860751,5.633436,15.492363
accel_scratch-c,qn3oyu9j,1410,5.018356,5.4434204,15.242245
accel_scratch-c,qn3oyu9j,1510,5.0941696,5.5593834,14.932987
accel_scratch-c,qn3oyu9j,1610,5.178882,5.4060564,15.111259
accel_scratch-c,qn3oyu9j,1710,5.090418,5.643751,15.281113
accel_scratch-c,qn3oyu9j,1810,5.093469,5.385456,14.67373
accel_scratch-c,qn3oyu9j,1910,5.1654873,5.459167,14.852198
accel_scratch-c,qn3oyu9j,2000,5.2280064,5.338979,14.444108
accel_scratch-c,zjibvirx,10,2.0118976,1.0191941,1.0299373
accel_scratch-c,zjibvirx,110,3.224981,4.1039495,8.65431
accel_scratch-c,zjibvirx,210,3.9180233,4.3945513,10.865045
accel_scratch-c,zjibvirx,310,4.1384516,4.8019934,11.899724
accel_scratch-c,zjibvirx,410,4.495061,4.9330816,13.146086
accel_scratch-c,zjibvirx,510,4.575462,5.3222666,14.411331
accel_scratch-c,zjibvirx,610,4.7564864,5.3733125,14.912256
accel_scratch-c,zjibvirx,710,4.9336014,5.555013,15.463361
accel_scratch-c,zjibvirx,810,4.684657,5.5030875,15.113378
accel_scratch-c,zjibvirx,910,5.002083,5.572736,15.2977495
accel_scratch-c,zjibvirx,1010,4.785859,5.6118765,15.182201
accel_scratch-c,zjibvirx,1110,5.0301876,5.3688054,14.649302
accel_scratch-c,zjibvirx,1210,4.95261,5.357253,15.356038
accel_scratch-c,zjibvirx,1310,4.988432,5.566677,15.475007
accel_scratch-c,zjibvirx,1410,4.9481373,5.636528,15.127575
accel_scratch-c,zjibvirx,1510,5.007743,5.604883,15.644882
accel_scratch-c,zjibvirx,1610,4.9740353,5.6349587,15.470258
accel_scratch-c,zjibvirx,1710,5.000964,5.675318,14.958237
accel_scratch-c,zjibvirx,1810,5.0763025,5.5829144,14.873636
accel_scratch-c,zjibvirx,1910,4.974594,5.6305237,14.609615
accel_scratch-c,zjibvirx,2000,4.9669714,5.4246798,15.060044
